lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive,Positivity_pcr_tests,Positivity_tot_tests,Positivity_pcr_7day
2020-08-30,Chickahominy,119,6,123,7,0.05042,0.05691,0.07716
2020-08-30,Alexandria,154,7,171,10,0.04545,0.05848,0.04071
2020-08-30,Chesapeake,166,18,172,19,0.10843,0.11047,0.10975
2020-08-30,Central Virginia,434,23,437,23,0.053,0.05263,0.07969
2020-08-30,Central Shenandoah,300,24,304,24,0.08,0.07895,0.11152
2020-08-30,Arlington,246,10,261,11,0.04065,0.04215,0.05387
2020-08-30,Alleghany,66,6,71,6,0.09091,0.08451,0.08121
2020-08-30,Lenowisco,56,6,56,6,0.10714,0.10714,0.08383
2020-08-30,Chesterfield,254,15,272,17,0.05906,0.0625,0.06726
2020-08-30,Lord Fairfax,159,0,166,3,0.0,0.01807,0.03341
2020-08-30,Western Tidewater,305,39,307,39,0.12787,0.12704,0.11859
2020-08-30,Mount Rogers,163,14,165,14,0.08589,0.08485,0.11679
2020-08-30,West Piedmont,78,5,79,5,0.0641,0.06329,0.16146
2020-08-30,Three Rivers,148,5,155,5,0.03378,0.03226,0.04885
2020-08-30,Thomas Jefferson,210,10,221,13,0.04762,0.05882,0.06985
2020-08-30,Southside,52,5,55,5,0.09615,0.09091,0.10572
2020-08-30,Roanoke,37,4,38,4,0.10811,0.10526,0.06647
2020-08-30,Richmond,160,6,165,6,0.0375,0.03636,0.05515
2020-08-30,Loudoun,258,30,286,35,0.11628,0.12238,0.07713
2020-08-30,Rappahannock Rapidan,129,9,136,10,0.06977,0.07353,0.07152
2020-08-30,Prince William,310,24,325,25,0.07742,0.07692,0.08461
2020-08-30,Portsmouth,107,7,107,7,0.06542,0.06542,0.08954
2020-08-30,Pittsylvania-Danville,107,5,109,5,0.04673,0.04587,0.13178
2020-08-30,Piedmont,101,8,103,8,0.07921,0.07767,0.07998
2020-08-30,Peninsula,256,19,265,20,0.07422,0.07547,0.09172
2020-08-30,Norfolk,254,32,258,32,0.12598,0.12403,0.09183
2020-08-30,New River,75,10,79,10,0.13333,0.12658,0.09881
2020-08-30,Rappahannock,216,13,227,14,0.06019,0.06167,0.07536
2020-08-30,Virginia Beach,407,24,419,24,0.05897,0.05728,0.05857
2020-08-31,Eastern Shore,1,0,1,0,0.0,0.0,0.02853
