lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive,Positivity_pcr_tests,Positivity_tot_tests,Positivity_pcr_7day
2020-08-22,Rappahannock,388,33,417,39,0.08505,0.09353,0.07019
2020-08-22,Mount Rogers,239,15,246,17,0.06276,0.06911,0.08986
2020-08-22,Cumberland Plateau,37,3,40,3,0.08108,0.075,0.06566
2020-08-22,Lord Fairfax,518,11,526,11,0.02124,0.02091,0.03755
2020-08-22,Western Tidewater,273,30,276,31,0.10989,0.11232,0.12282
2020-08-22,Alleghany,173,19,180,19,0.10983,0.10556,0.08195
2020-08-22,Arlington,377,14,399,15,0.03714,0.03759,0.05122
2020-08-22,Central Shenandoah,268,16,276,16,0.0597,0.05797,0.04521
2020-08-22,Central Virginia,446,47,453,47,0.10538,0.10375,0.11399
2020-08-22,Chesapeake,403,45,418,47,0.11166,0.11244,0.11072
2020-08-22,Loudoun,587,31,635,35,0.05281,0.05512,0.05497
2020-08-22,Chesterfield,417,35,450,42,0.08393,0.09333,0.07377
2020-08-22,Crater,244,22,253,26,0.09016,0.10277,0.10234
2020-08-22,Eastern Shore,51,0,52,0,0.0,0.0,0.02926
2020-08-22,Fairfax,1977,76,2116,82,0.03844,0.03875,0.05475
2020-08-22,Hampton,179,17,184,19,0.09497,0.10326,0.08386
2020-08-22,Henrico,563,32,579,34,0.05684,0.05872,0.06275
2020-08-22,Lenowisco,164,10,170,11,0.06098,0.06471,0.06091
2020-08-22,Chickahominy,233,10,243,12,0.04292,0.04938,0.04305
2020-08-22,West Piedmont,207,18,209,18,0.08696,0.08612,0.17182
2020-08-22,Alexandria,306,11,334,13,0.03595,0.03892,0.05708
2020-08-23,Alleghany,119,14,123,14,0.11765,0.11382,0.08946
2020-08-23,Virginia Beach,720,32,741,34,0.04444,0.04588,0.06001
2020-08-23,Three Rivers,122,11,128,11,0.09016,0.08594,0.04886
2020-08-23,Thomas Jefferson,302,16,308,16,0.05298,0.05195,0.0539
2020-08-23,Southside,54,3,54,3,0.05556,0.05556,0.08106
2020-08-23,Roanoke,550,72,551,72,0.13091,0.13067,0.06003
2020-08-23,Richmond,515,7,524,7,0.01359,0.01336,0.03497
2020-08-23,Rappahannock Rapidan,138,9,156,14,0.06522,0.08974,0.08236
2020-08-23,Rappahannock,280,34,297,34,0.12143,0.11448,0.07481
2020-08-23,Prince William,654,54,679,55,0.08257,0.081,0.07632
2020-08-23,Portsmouth,159,16,160,16,0.10063,0.1,0.1228
2020-08-23,Pittsylvania-Danville,125,20,126,20,0.16,0.15873,0.13771
2020-08-23,Piedmont,120,7,121,7,0.05833,0.05785,0.06187
2020-08-23,Norfolk,485,32,493,33,0.06598,0.06694,0.07849
2020-08-23,New River,919,25,922,25,0.0272,0.02711,0.02036
2020-08-23,Mount Rogers,309,31,314,31,0.10032,0.09873,0.09015
2020-08-23,Loudoun,534,30,569,32,0.05618,0.05624,0.05216
2020-08-23,Lord Fairfax,398,12,403,12,0.03015,0.02978,0.03578
2020-08-23,Alexandria,234,16,250,19,0.06838,0.076,0.05945
2020-08-23,Arlington,394,13,421,17,0.03299,0.04038,0.04603
2020-08-23,Central Shenandoah,231,20,235,21,0.08658,0.08936,0.05046
2020-08-23,Central Virginia,441,44,445,44,0.09977,0.09888,0.11596
2020-08-23,Chesapeake,371,44,386,47,0.1186,0.12176,0.11802
2020-08-23,Chesterfield,339,19,370,22,0.05605,0.05946,0.07106
2020-08-23,Western Tidewater,262,27,268,27,0.10305,0.10075,0.11746
2020-08-23,Chickahominy,143,8,150,8,0.05594,0.05333,0.04496
2020-08-23,Cumberland Plateau,70,4,73,4,0.05714,0.05479,0.06455
2020-08-23,Eastern Shore,47,1,48,1,0.02128,0.02083,0.02833
2020-08-23,Fairfax,1469,84,1571,95,0.05718,0.06047,0.0549
2020-08-23,Hampton,109,6,112,6,0.05505,0.05357,0.08373
2020-08-23,Henrico,460,79,481,82,0.17174,0.17048,0.08089
2020-08-23,Lenowisco,145,8,148,9,0.05517,0.06081,0.06096
2020-08-23,Crater,250,27,254,28,0.108,0.11024,0.10254
2020-08-23,West Piedmont,127,12,129,13,0.09449,0.10078,0.17369
2020-08-23,Peninsula,412,30,431,31,0.07282,0.07193,0.09101
2020-08-24,Arlington,262,9,267,9,0.03435,0.03371,0.04225
2020-08-24,West Piedmont,49,13,50,13,0.26531,0.26,0.17776
2020-08-24,Western Tidewater,213,33,213,33,0.15493,0.15493,0.12286
2020-08-24,Virginia Beach,541,38,545,38,0.07024,0.06972,0.0568
2020-08-24,Three Rivers,82,3,82,3,0.03659,0.03659,0.05123
2020-08-24,Thomas Jefferson,303,14,307,14,0.0462,0.0456,0.05425
2020-08-24,Southside,21,2,22,2,0.09524,0.09091,0.0821
2020-08-24,Roanoke,628,49,635,49,0.07803,0.07717,0.06812
2020-08-24,Richmond,222,17,223,18,0.07658,0.08072,0.04049
2020-08-24,Rappahannock Rapidan,161,8,169,16,0.04969,0.09467,0.07878
2020-08-24,Rappahannock,251,23,256,24,0.09163,0.09375,0.07586
2020-08-24,Prince William,584,39,591,41,0.06678,0.06937,0.07352
2020-08-24,Portsmouth,108,11,108,11,0.10185,0.10185,0.11855
2020-08-24,Pittsylvania-Danville,57,10,57,10,0.17544,0.17544,0.1364
2020-08-24,Piedmont,40,3,42,4,0.075,0.09524,0.06912
2020-08-24,Peninsula,235,26,235,26,0.11064,0.11064,0.09294
2020-08-24,Norfolk,304,46,305,46,0.15132,0.15082,0.08686
2020-08-24,New River,532,8,535,10,0.01504,0.01869,0.02195
2020-08-24,Mount Rogers,105,15,112,22,0.14286,0.19643,0.09695
2020-08-24,Loudoun,371,29,385,32,0.07817,0.08312,0.0528
2020-08-24,Lord Fairfax,204,12,206,12,0.05882,0.05825,0.03554
2020-08-24,Lenowisco,56,5,62,10,0.08929,0.16129,0.05691
2020-08-24,Henrico,390,57,393,58,0.14615,0.14758,0.09331
2020-08-24,Hampton,94,8,96,8,0.08511,0.08333,0.08318
2020-08-24,Fairfax,1413,76,1454,85,0.05379,0.05846,0.05382
2020-08-24,Eastern Shore,34,0,34,0,0.0,0.0,0.02833
2020-08-24,Cumberland Plateau,29,0,29,0,0.0,0.0,0.05264
2020-08-24,Crater,144,15,145,15,0.10417,0.10345,0.10525
2020-08-24,Chickahominy,110,14,110,14,0.12727,0.12727,0.06033
2020-08-24,Chesterfield,343,19,347,22,0.05539,0.0634,0.0703
2020-08-24,Central Shenandoah,164,21,166,21,0.12805,0.12651,0.06035
2020-08-24,Alleghany,70,9,71,9,0.12857,0.12676,0.09763
2020-08-24,Central Virginia,169,18,169,18,0.10651,0.10651,0.11064
2020-08-24,Alexandria,180,8,184,8,0.04444,0.04348,0.05936
2020-08-24,Chesapeake,221,36,222,36,0.1629,0.16216,0.12295
2020-08-25,Chesterfield,379,24,390,27,0.06332,0.06923,0.06971
2020-08-25,West Piedmont,85,19,87,21,0.22353,0.24138,0.1839
2020-08-25,Western Tidewater,225,31,226,31,0.13778,0.13717,0.12303
2020-08-25,Virginia Beach,492,29,507,31,0.05894,0.06114,0.05759
2020-08-25,Three Rivers,110,9,110,9,0.08182,0.08182,0.05788
2020-08-25,Thomas Jefferson,401,24,406,24,0.05985,0.05911,0.05249
2020-08-25,Southside,87,5,87,5,0.05747,0.05747,0.08104
2020-08-25,Roanoke,544,29,547,30,0.05331,0.05484,0.06993
2020-08-25,Richmond,281,13,284,13,0.04626,0.04577,0.03955
2020-08-25,Rappahannock Rapidan,110,10,118,12,0.09091,0.10169,0.0549
2020-08-25,Rappahannock,223,24,227,24,0.10762,0.10573,0.08398
2020-08-25,Prince William,466,40,485,45,0.08584,0.09278,0.07583
2020-08-25,Portsmouth,125,10,126,11,0.08,0.0873,0.11045
2020-08-25,Pittsylvania-Danville,169,33,170,33,0.19527,0.19412,0.14533
2020-08-25,Piedmont,68,8,68,8,0.11765,0.11765,0.07665
2020-08-25,Peninsula,222,20,226,20,0.09009,0.0885,0.0854
2020-08-25,Chickahominy,125,8,130,9,0.064,0.06923,0.06074
2020-08-25,Central Shenandoah,168,9,169,9,0.05357,0.05325,0.06433
2020-08-25,Crater,181,27,181,27,0.14917,0.14917,0.1128
2020-08-25,Cumberland Plateau,52,2,54,3,0.03846,0.05556,0.05623
2020-08-25,Eastern Shore,32,1,33,2,0.03125,0.06061,0.02038
2020-08-25,Fairfax,1114,63,1201,73,0.05655,0.06078,0.05564
2020-08-25,Chesapeake,242,22,247,24,0.09091,0.09717,0.11643
2020-08-25,Hampton,105,10,109,10,0.09524,0.09174,0.0838
2020-08-25,Lenowisco,55,7,64,12,0.12727,0.1875,0.07045
2020-08-25,Lord Fairfax,278,6,285,7,0.02158,0.02456,0.03205
2020-08-25,Loudoun,444,18,474,20,0.04054,0.04219,0.05343
2020-08-25,Mount Rogers,129,9,142,21,0.06977,0.14789,0.09671
2020-08-25,New River,504,25,504,25,0.0496,0.0496,0.02729
2020-08-25,Norfolk,265,21,268,21,0.07925,0.07836,0.08923
2020-08-25,Henrico,416,51,426,52,0.1226,0.12207,0.10426
2020-08-25,Central Virginia,274,26,275,26,0.09489,0.09455,0.10386
2020-08-25,Arlington,273,17,291,17,0.06227,0.05842,0.04501
2020-08-25,Alleghany,138,8,140,9,0.05797,0.06429,0.09784
2020-08-25,Alexandria,146,7,158,9,0.04795,0.05696,0.05845
2020-08-26,Virginia Beach,533,30,563,35,0.05629,0.06217,0.05412
2020-08-26,Three Rivers,151,7,161,9,0.04636,0.0559,0.05849
2020-08-26,Thomas Jefferson,450,31,461,32,0.06889,0.06941,0.05604
2020-08-26,Southside,63,10,67,10,0.15873,0.14925,0.08794
2020-08-26,Roanoke,89,9,90,9,0.10112,0.1,0.076
2020-08-26,Richmond,432,9,443,11,0.02083,0.02483,0.03515
2020-08-26,New River,199,21,208,22,0.10553,0.10577,0.04049
2020-08-26,Rappahannock,354,27,376,27,0.07627,0.07181,0.08338
2020-08-26,Prince William,494,61,527,64,0.12348,0.12144,0.084
2020-08-26,Portsmouth,229,24,229,24,0.1048,0.1048,0.11128
2020-08-26,Pittsylvania-Danville,251,23,251,23,0.09163,0.09163,0.14345
2020-08-26,Piedmont,98,8,103,8,0.08163,0.07767,0.08265
2020-08-26,Peninsula,293,26,310,26,0.08874,0.08387,0.08313
2020-08-26,Norfolk,381,42,388,43,0.11024,0.11082,0.09399
2020-08-26,Western Tidewater,234,23,244,24,0.09829,0.09836,0.12253
2020-08-26,Rappahannock Rapidan,183,20,195,21,0.10929,0.10769,0.06117
2020-08-26,Mount Rogers,156,9,166,11,0.05769,0.06627,0.09049
2020-08-26,Lord Fairfax,188,7,194,8,0.03723,0.04124,0.03359
2020-08-26,Alexandria,178,5,194,5,0.02809,0.02577,0.05209
2020-08-26,Alleghany,188,17,195,18,0.09043,0.09231,0.09209
2020-08-26,Arlington,233,12,256,15,0.0515,0.05859,0.04671
2020-08-26,Central Shenandoah,232,24,244,25,0.10345,0.10246,0.07269
2020-08-26,Central Virginia,523,69,527,69,0.13193,0.13093,0.11117
2020-08-26,Chesapeake,211,24,220,26,0.11374,0.11818,0.11753
2020-08-26,Chesterfield,417,21,440,24,0.05036,0.05455,0.06678
2020-08-26,Chickahominy,145,5,161,8,0.03448,0.04969,0.05652
2020-08-26,Crater,210,21,211,21,0.1,0.09953,0.11345
2020-08-26,Cumberland Plateau,46,4,47,4,0.08696,0.08511,0.04434
2020-08-26,Eastern Shore,29,0,29,0,0.0,0.0,0.01807
2020-08-26,Fairfax,1029,66,1154,78,0.06414,0.06759,0.05641
2020-08-26,Hampton,119,10,125,11,0.08403,0.088,0.08036
2020-08-26,Henrico,480,28,500,30,0.05833,0.06,0.10402
2020-08-26,Lenowisco,58,3,61,5,0.05172,0.08197,0.07279
2020-08-26,Loudoun,251,23,276,28,0.09163,0.10145,0.0597
2020-08-26,West Piedmont,117,10,120,10,0.08547,0.08333,0.15529
